l2_path_len,l2_prox,l2_path_steps,failures,diversity,time
5.447793785687616,4.949219186656357,4.785185185185185,0.0,9.57720505066991,170.49976468086243
6.1058786060863195,5.578695989767951,5.445072190834903,0.0,10.475899734136702,202.09938502311707
6.272924654180558,5.73611413240298,5.599884858952216,0.0,18.33162036747248,225.82364583015442
5.827569247784093,5.312768912814353,5.157522123893806,0.0,9.85449656396546,187.95570826530457
5.229275872323291,4.743044957300968,4.5624649859943975,0.0,9.323977655977158,192.42591214179993
6.4589076251366695,5.923476154020329,5.784090909090909,0.0,18.702292992143786,246.65612196922302
6.351761446196784,5.804511943682399,5.70614777213762,0.0,11.75017182830037,217.03461909294128
5.268098285407229,4.779007826332778,4.60337552742616,0.0,9.374303060753162,196.58541011810303
6.768733526096335,6.199453835994737,6.126721763085399,0.0,12.512918471758416,245.85940790176392
6.271166045155851,5.726416162119586,5.623345367027677,0.0,11.364425560831842,207.23531675338745
5.743721485187288,5.227055142644061,5.088929219600726,0.0,9.835716071277984,201.82622599601746
6.742682814741325,6.168208519919964,6.105764411027569,0.0,12.426794265753554,263.30560541152954
5.892245312069237,5.377301508885802,5.227148330596607,0.0,10.985567835078694,222.74132084846497
6.53810257216421,5.973223128674401,5.906406406406407,0.0,12.025724729889673,266.75635266304016
5.47556753106688,4.972685519424586,4.812667740203972,0.0,9.813688119453206,200.05893468856812
6.344816290460587,5.800947479291712,5.691507798960139,0.0,11.084316017926577,223.56831073760986
5.992057007208935,5.460716891246738,5.342342342342342,0.0,11.012170856098702,192.11914253234863
5.949204402155943,5.427582649431731,5.286168521462639,0.0,10.382178099194508,190.46768283843994
6.068715157887964,5.543573270117192,5.404929577464789,0.0,11.136294229812137,175.17230010032654
5.967503112079625,5.432863978331763,5.313655336911151,0.0,10.501621900808237,170.0236029624939
