l2_path_len,l2_prox,l2_path_steps,failures,diversity,time
7.987700180779521,7.987700180779521,1.0,0.0,10.687747390824315,7040.7594203948975
8.19246907073105,8.19246907073105,1.0,0.0,11.08915745165802,7834.429866552353
8.341006668082175,8.341006668082175,1.0,0.0,10.578680980293015,7064.577538967133
9.081054931833156,9.081054931833156,1.0,0.0,11.95842174110799,6632.9480583667755
7.099989040034027,7.099989040034027,1.0,0.0,9.199242388583222,6638.119671344757
8.173913281902353,8.173913281902353,1.0,0.0,10.91040603834091,6898.068542718887
7.980135303861584,7.980135303861584,1.0,0.0,10.213736616179883,6269.290204286575
8.953697947575431,8.953697947575431,1.0,0.0,12.564275674212826,7067.675468683243
7.574936639321782,7.574936639321782,1.0,0.0,10.268961476521975,7850.249731302261
7.892127061746401,7.892127061746401,1.0,0.0,9.410845076315828,6487.462131500244
8.042480823709608,8.042480823709608,1.0,0.0,8.970060264200297,5913.7757833004
7.153932084303582,7.153932084303582,1.0,0.0,8.28317007974442,7130.40932059288
8.777411488640807,8.777411488640807,1.0,0.0,10.675622282565286,6647.749506235123
7.36008395233493,7.36008395233493,1.0,0.0,8.244302323264307,6414.752189159393
6.882169901827348,6.882169901827348,1.0,0.0,9.053283033350306,6311.384101867676
8.436908158478067,8.436908158478067,1.0,0.0,12.53335625906181,6859.511826992035
9.13362720607836,9.13362720607836,1.0,0.0,11.299944459857727,7106.3646075725555
7.0336071613977005,7.0336071613977005,1.0,0.0,9.312708702226482,6975.667384147644
7.384698364181295,7.384698364181295,1.0,0.0,9.589907286671094,6715.096222877502
8.938537105538146,8.938537105538146,1.0,0.0,11.739496954159835,6993.952134132385
