l2_path_len,l2_prox,l2_path_steps,failures,diversity
8.02047714770289,3.4897506915670164,9.88449660284126,0.04314420803782506,8.620702089397186
9.917607937077413,3.7348333252451744,9.300944669365721,0.11469534050179211,9.451069172560356
8.236854575156018,3.5083459842760294,7.602822580645161,0.16216216216216217,9.830068901864761
9.977247331652263,3.693980953878494,9.371277299801456,0.10379596678529063,9.132541633087135
4.008274336338342,3.653432155605693,3.3141486810551557,0.0,6.990466071968492
7.734650073049378,3.853778890026162,7.094517958412098,0.0847750865051903,9.390527631956248
6.534335580476572,3.4277427766384574,8.279166666666667,0.09385113268608414,9.150948285650413
5.667420397590914,3.3023510502944116,4.997439180537772,0.19401444788441694,8.808947423928135
9.25011620204444,3.597455781791122,8.626865671641792,0.1528735632183908,9.06115142680396
8.931910054340701,3.577213041947685,10.144944476914086,0.03333333333333333,8.769542960497933
9.828970293619735,3.7097369987084985,12.072560975609756,0.02901124925991711,9.231900970511163
7.9738693934689495,3.396551661732636,7.328079392877992,0.12691131498470948,8.736483983451595
7.040890000112066,3.457386511389905,6.396804260985353,0.12623618382780685,8.914197247107033
7.660153719418056,3.6762447051157685,7.017699115044247,0.2097902097902098,10.18683554143104
6.6897079854550725,3.5309369252187865,6.024234693877551,0.16373333333333334,8.912488517057595
10.257953751455418,3.6412142413188224,9.643386897404202,0.09659408151870463,9.09680198639885
9.586831362928281,3.5562256775616423,8.964630225080386,0.1361111111111111,9.532888579848517
10.073902431228678,3.6025531011933185,9.45757180156658,0.12105565117613311,8.929720396243267
8.36217977626541,3.6461071687484305,7.740453074433657,0.1693548387096774,9.489323557833039
4.221504979132835,3.84559682969077,3.5250140528386735,0.0,7.485731015647617
