acc,neg_acc,pos_acc,f1,tn,fp,fn,tp
0.0010627608803295946,0.003099461154257825,0.0009213400005100025,0.0007266895541263009,3.919653582974689,4.7247806966650785,3.2443270326428006,6.3095166217389425
