l2_path_len,l2_prox,l2_path_steps,failures,diversity
3.5406891021700186,2.7021004494838516,1.498015873015873,0.3563218390804598,4.993588071166883
3.5704411691283804,2.6423834849366705,1.5149638802889578,0.36666666666666664,5.041468827227124
3.528722901892011,2.6133683339197598,1.4950980392156863,0.3572778827977316,4.95411507996107
3.537690583131958,2.660716231062597,1.496031746031746,0.3411764705882353,5.204201486048543
3.591713422170089,2.6553706353732616,1.52319309600863,0.37449392712550605,5.019289006260233
3.6197651996358173,2.653643962188584,1.5265151515151516,0.35766423357664234,4.9980971609170775
3.5504684428827087,2.6284091225381423,1.5091575091575091,0.3464991023339318,4.971871785918457
3.6229835139309525,2.6936240861657703,1.522788203753351,0.3546712802768166,5.046958640924495
3.6856299455823995,2.708516888204311,1.5394736842105263,0.3001841620626151,5.3909397378950015
3.5720024578718763,2.657408372351844,1.512893982808023,0.3700361010830325,4.9314693747946
3.6615541005302004,2.7039884005624586,1.536983669548511,0.33140655105973027,5.359444223139017
3.5955348721090994,2.687629889551148,1.5114155251141552,0.38344594594594594,4.8241373183320695
3.5055086522118715,2.658019767800286,1.5004616805170823,0.31499051233396586,5.319111373168503
3.5948812993734167,2.6896116950240856,1.51252408477842,0.33204633204633205,5.119243947982474
3.510420509920783,2.6418332410711303,1.4850948509485096,0.3363309352517986,5.103650304574511
3.5902495453551273,2.6606561205615815,1.5052231718898386,0.3512014787430684,5.0519628303727355
3.4806361397372494,2.6400109951142583,1.499063670411985,0.34317343173431736,5.060688863290059
3.6165856367646954,2.6928280836386214,1.5153256704980842,0.3433962264150943,5.063271226806224
3.5081641742135967,2.6657855435072073,1.4881889763779528,0.3339160839160839,5.011824135956043
3.6048128715384404,2.648695369234819,1.5236742424242424,0.3588342440801457,5.005356423102566
