acc,neg_acc,pos_acc,f1,tn,fp,fn,tp
0.000709870812091915,0.0024789347495868296,0.006488587248849936,0.0023033923006363587,11.67297824261793,12.791542230379374,11.588668467175392,10.2474900649661
