acc,neg_acc,pos_acc,f1,tn,fp,fn,tp
0.000312222087876906,0.00555946491030332,0.0005025506599932441,0.00017066080304966997,6.652373933218758,10.1910951841611,8.46537840730982,8.926269628108049
