acc,neg_acc,pos_acc,f1,tn,fp,fn,tp
0.0009851760248148797,0.0037230579649755375,0.0013079750355845243,0.0007522639531945276,4.965353647234531,4.3634094588135035,4.464538639451773,8.224314081141548
